"","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","JobInvolvement","PerformanceRating","AvgHrs"
"3718",31,"Stayed","Travel-Rarely","Research & Development",16,"Master","Life Sciences","Male","3","Human Resources","Single",42440,9,13,"0",8,3,3,0,2,"Very High","Medium","Better","High","Excellent",6.68
"3719",31,"Left","Travel-Frequently","Research & Development",7,"Master","Life Sciences","Male","1","Laboratory Technician","Married",65000,6,23,"1",7,5,2,2,2,"Medium","Very High","Bad","High","Outstanding",10.28
"3720",45,"Stayed","Travel-Rarely","Research & Development",1,"College","Life Sciences","Female","1","Research Scientist","Married",184300,4,12,"1",10,5,3,1,2,"Medium","Very High","Best","High","Excellent",10.61
"3721",48,"Stayed","Travel-Rarely","Research & Development",24,"Bachelor","Technical Degree","Male","2","Research Scientist","Divorced",16010,4,12,"0",15,3,2,2,2,"High","Low","Better","High","Excellent",7.08
"3722",34,"Left","Travel-Rarely","Research & Development",7,"Master","Medical","Male","2","Research Scientist","Married",26940,1,16,"1",2,3,2,2,2,"Low","High","Better","High","Excellent",7.41
"3723",40,"Stayed","Non-Travel","Research & Development",25,"Master","Other","Female","1","Sales Executive","Divorced",31490,2,15,"1",16,1,9,4,8,"Very High","Medium","Better","Medium","Excellent",8.01
"3724",28,"Stayed","Travel-Rarely","Research & Development",1,"College","Technical Degree","Female","1","Research Scientist","Single",176390,0,13,"1",6,0,5,1,3,"Very High","Low","Better","High","Excellent",6.5
"3725",44,"Stayed","Non-Travel","Research & Development",5,"Bachelor","Life Sciences","Male","1","Laboratory Technician","Single",23190,3,18,"0",7,4,5,0,3,"High","High","Better","Medium","Excellent",6.6
"3726",53,"Stayed","Travel-Rarely","Research & Development",2,"Master","Technical Degree","Male","2","Manager","Single",116910,4,20,"0",35,2,9,8,8,"Very High","Medium","Good","High","Outstanding",6.87
"3727",49,"Stayed","Travel-Rarely","Research & Development",7,"Bachelor","Life Sciences","Male","3","Laboratory Technician","Married",53240,2,19,"0",20,2,3,1,2,"Low","High","Good","Low","Excellent",6.82
"3728",40,"Stayed","Travel-Rarely","Research & Development",2,"Master","Life Sciences","Male","3","Laboratory Technician","Divorced",167520,2,18,"1",8,3,3,1,2,"High","High","Best","High","Excellent",6.47
"3729",44,"Stayed","Travel-Rarely","Research & Development",5,"Below College","Other","Male","3","Research Scientist","Single",52280,1,13,"0",6,2,5,1,3,"Very High","Medium","Good","Very High","Excellent",6.89
"3730",33,"Stayed","Travel-Frequently","Human Resources",10,"Bachelor","Medical","Female","2","Sales Executive","Married",27000,0,14,"3",5,2,4,0,3,"Very High","Low","Better","High","Excellent",7.33
"3731",34,"Stayed","Travel-Rarely","Research & Development",10,"Master","Life Sciences","Female","1","Sales Representative","Single",192460,3,15,"1",15,5,13,3,12,"Very High","Low","Better","High","Excellent",6.88
"3732",30,"Stayed","Travel-Rarely","Sales",1,"College","Technical Degree","Male","1","Laboratory Technician","Married",25060,8,22,"0",4,3,2,2,2,"Very High","High","Good","High","Outstanding",6.12
"3733",42,"Stayed","Travel-Frequently","Research & Development",8,"Master","Medical","Female","1","Sales Executive","Single",60620,1,22,"2",12,2,12,5,8,"Low","Very High","Better","High","Outstanding",7.28
"3734",44,"Stayed","Travel-Frequently","Research & Development",5,"Bachelor","Life Sciences","Female","5","Manufacturing Director","Married",43820,7,16,"2",11,2,1,0,0,"Low","High","Good","High","Excellent",7.58
"3735",30,"Stayed","Non-Travel","Research & Development",8,"Bachelor","Life Sciences","Male","1","Manufacturing Director","Divorced",21430,1,17,"1",1,2,1,0,0,"High","High","Good","High","Excellent",6.11
"3736",57,"Stayed","Travel-Rarely","Sales",2,"Below College","Life Sciences","Male","3","Research Scientist","Married",61620,0,14,"0",13,5,12,2,8,"Medium","High","Good","Medium","Excellent",7.55
"3737",49,"Stayed","Travel-Rarely","Research & Development",7,"Bachelor","Technical Degree","Female","2","Sales Executive","Divorced",50940,3,15,"0",29,5,8,0,7,"High","Medium","Better","High","Excellent",6.9
"3738",34,"Stayed","Travel-Frequently","Research & Development",2,"Master","Medical","Female","2","Sales Representative","Divorced",68770,7,20,"0",16,3,14,6,9,"Medium","Low","Good","High","Outstanding",6.35
"3739",28,"Left","Travel-Frequently","Research & Development",2,"Bachelor","Medical","Male","1","Research Scientist","Married",22740,3,20,"1",5,5,3,1,2,"Low","High","Best","High","Outstanding",6.48
"3740",29,"Left","Travel-Frequently","Research & Development",28,"Bachelor","Medical","Female","5","Research Scientist","Single",44340,5,17,"3",7,1,5,0,0,"Low","Medium","Bad","High","Excellent",7.8
"3741",34,"Left","Travel-Rarely","Research & Development",7,"Below College","Medical","Male","1","Research Scientist","Single",62880,0,15,"1",16,2,15,10,10,"Low","Medium","Best","High","Excellent",8.52
"3742",35,"Stayed","Travel-Rarely","Sales",7,"Master","Other","Female","4","Healthcare Representative","Married",25530,1,14,"1",1,4,1,0,0,"Very High","High","Better","Medium","Excellent",6.58
"3743",24,"Left","Travel-Frequently","Sales",3,"Bachelor","Life Sciences","Male","2","Research Scientist","Single",76540,2,17,"1",4,3,0,0,0,"Medium","Low","Good","Medium","Excellent",8.49
"3744",24,"Stayed","Non-Travel","Research & Development",10,"Bachelor","Life Sciences","Female","2","Manager","Married",51600,1,17,"1",1,3,1,0,0,"Very High","Medium","Better","Low","Excellent",7.42
"3745",44,"Stayed","Travel-Frequently","Research & Development",5,"College","Medical","Female","2","Research Scientist","Single",171590,5,22,"1",16,1,2,2,2,"Medium","High","Good","Medium","Outstanding",10.31
"3746",29,"Stayed","Travel-Rarely","Sales",10,"College","Life Sciences","Female","1","Sales Executive","Divorced",128080,1,13,"0",10,6,10,0,4,"High","High","Better","High","Excellent",7
"3747",30,"Stayed","Travel-Rarely","Research & Development",1,"College","Life Sciences","Male","3","Sales Executive","Divorced",102210,0,19,"1",6,2,5,1,3,"High","High","Best","High","Excellent",6.14
"3748",55,"Stayed","Travel-Rarely","Sales",20,"Bachelor","Marketing","Male","2","Research Scientist","Married",47790,0,14,"1",4,6,3,1,2,"Very High","High","Better","High","Excellent",10.67
"3749",33,"Stayed","Travel-Rarely","Research & Development",7,"College","Life Sciences","Male","2","Research Scientist","Married",37370,8,22,"2",8,2,5,0,2,"Low","Medium","Better","High","Outstanding",7.87
"3750",47,"Stayed","Travel-Rarely","Research & Development",8,"Master","Medical","Female","2","Sales Representative","Married",23660,3,17,"0",11,5,5,1,2,"High","High","Good","Medium","Excellent",10.87
"3751",28,"Left","Travel-Frequently","Sales",1,"Bachelor","Marketing","Male","2","Laboratory Technician","Single",17060,7,12,"0",8,3,0,0,0,"High","Low","Good","High","Excellent",7.6
"3752",28,"Stayed","Travel-Rarely","Sales",8,"Master","Marketing","Male","1","Laboratory Technician","Divorced",163070,1,16,"0",1,3,1,0,0,"Low","High","Bad","Medium","Excellent",6.12
"3753",28,"Stayed","Travel-Frequently","Research & Development",9,"Bachelor","Life Sciences","Female","2","Sales Executive","Single",59330,0,11,"0",5,3,4,1,3,"High","Low","Better","High","Excellent",7.01
"3754",49,"Stayed","Travel-Rarely","Research & Development",5,"Master","Life Sciences","Female","1","Research Scientist","Married",34240,4,11,"0",10,3,3,1,2,"High","Low","Better","High","Excellent",6.39
"3755",29,"Stayed","Travel-Frequently","Research & Development",8,"Below College","Medical","Male","1","Research Scientist","Married",40370,0,14,"0",4,2,3,0,2,"Very High","Medium","Better","Low","Excellent",7.13
"3756",28,"Stayed","Travel-Rarely","Research & Development",5,"Below College","Technical Degree","Male","2","Laboratory Technician","Married",25590,1,11,"0",8,3,8,1,7,"High","Medium","Good","Medium","Excellent",5.98
"3757",33,"Stayed","Travel-Rarely","Research & Development",15,"Master","Life Sciences","Female","1","Sales Executive","Single",62010,2,15,"3",14,2,0,0,0,"Very High","High","Better","Medium","Excellent",8.46
"3758",32,"Stayed","Travel-Rarely","Research & Development",7,"Bachelor","Life Sciences","Female","3","Laboratory Technician","Single",44030,2,20,"0",10,3,5,0,0,"High","Very High","Best","Medium","Outstanding",7.39
"3759",54,"Stayed","Travel-Frequently","Sales",10,"Bachelor","Life Sciences","Female","4","Research Scientist","Divorced",37610,3,12,"0",26,3,14,1,12,"Medium","Very High","Better","Medium","Excellent",6.99
"3760",29,"Left","Travel-Rarely","Research & Development",5,"Bachelor","Life Sciences","Female","2","Research Scientist","Single",109340,6,17,"2",11,2,9,0,7,"Low","Low","Bad","High","Excellent",6.53
"3761",44,"Stayed","Travel-Rarely","Sales",26,"Below College","Marketing","Male","1","Sales Representative","Married",107610,3,11,"1",24,5,20,14,17,"Very High","Low","Best","Medium","Excellent",7.91
"3762",39,"Stayed","Travel-Rarely","Sales",6,"Below College","Technical Degree","Female","2","Laboratory Technician","Single",51750,4,17,"1",9,2,2,2,2,"Medium","Medium","Better","Very High","Excellent",7.07
"3763",46,"Stayed","Travel-Rarely","Research & Development",4,"College","Life Sciences","Male","3","Manufacturing Director","Married",138260,8,11,"0",23,1,13,5,1,"High","Medium","Best","Medium","Excellent",7.02
"3764",35,"Stayed","Travel-Rarely","Research & Development",23,"Master","Life Sciences","Male","2","Research Scientist","Single",63340,1,14,"0",11,2,11,3,3,"Very High","Medium","Bad","Very High","Excellent",6.17
"3765",23,"Stayed","Travel-Rarely","Research & Development",2,"Master","Medical","Female","2","Manager","Single",49360,0,19,"1",5,2,4,1,2,"Low","High","Better","Medium","Excellent",7.7
"3766",40,"Left","Travel-Rarely","Research & Development",2,"Bachelor","Medical","Male","2","Research Director","Single",47750,3,15,"1",15,3,5,1,0,"Very High","Low","Bad","Very High","Excellent",7.6
"3767",34,"Stayed","Travel-Rarely","Human Resources",2,"Bachelor","Human Resources","Male","2","Manufacturing Director","Married",28180,1,13,"1",10,2,10,8,6,"Very High","High","Better","High","Excellent",10.3
"3768",31,"Left","Travel-Frequently","Research & Development",29,"Bachelor","Life Sciences","Female","2","Healthcare Representative","Single",25150,1,14,"0",7,3,7,7,7,"Very High","High","Bad","Medium","Excellent",6.39
"3769",50,"Stayed","Travel-Frequently","Research & Development",6,"Bachelor","Medical","Male","1","Manager","Single",23420,1,12,"1",32,2,32,13,9,"High","Very High","Better","Medium","Excellent",9.99
"3770",34,"Stayed","Travel-Rarely","Sales",25,"Doctor","Marketing","Female","1","Research Scientist","Married",41940,0,17,"2",12,3,11,5,7,"Medium","High","Better","High","Excellent",10.51
"3771",42,"Stayed","Travel-Rarely","Research & Development",1,"Bachelor","Life Sciences","Female","1","Manufacturing Director","Married",106850,4,11,"3",4,2,1,0,0,"High","Medium","Better","High","Excellent",6.59
"3772",37,"Stayed","Travel-Rarely","Research & Development",2,"College","Medical","Male","1","Research Scientist","Married",20220,1,12,"0",10,1,10,3,7,"Low","Very High","Better","High","Excellent",7.99
"3773",29,"Stayed","Travel-Rarely","Research & Development",1,"Bachelor","Medical","Female","1","Manager","Married",23140,3,13,"0",9,5,7,0,7,"High","Low","Better","Very High","Excellent",6.19
"3774",33,"Stayed","Travel-Rarely","Research & Development",1,"Below College","Life Sciences","Male","1","Research Scientist","Single",42560,1,13,"3",5,1,5,0,2,"Very High","Medium","Better","High","Excellent",7.2
"3775",45,"Stayed","Travel-Rarely","Sales",3,"Bachelor","Life Sciences","Male","3","Laboratory Technician","Married",35800,4,20,"1",8,1,5,0,3,"Very High","Very High","Better","Medium","Outstanding",6.03
"3776",42,"Stayed","Travel-Frequently","Human Resources",1,"Master","Technical Degree","Male","2","Manufacturing Director","Married",31620,2,17,"2",24,1,20,13,9,"Very High","Very High","Bad","High","Excellent",8.1
"3777",40,"Stayed","Travel-Rarely","Sales",10,"Below College","Life Sciences","Female","1","Manufacturing Director","Married",65240,0,13,"1",9,2,8,7,1,"Low","Low","Best","Very High","Excellent",6.28
"3778",33,"Stayed","Travel-Rarely","Research & Development",9,"Bachelor","Medical","Female","2","Manufacturing Director","Married",28990,1,17,"0",15,3,15,5,7,"Medium","High","Better","Medium","Excellent",10.62
"3779",40,"Stayed","Travel-Rarely","Sales",5,"Doctor","Life Sciences","Male","1","Manufacturing Director","Single",52310,1,12,"2",21,4,21,7,7,"High","N/A","Better","High","Excellent",8.4
"3780",24,"Stayed","Travel-Rarely","Sales",10,"College","Marketing","Male","1","Manufacturing Director","Divorced",23560,0,13,"0",2,5,1,0,0,"High","Low","Better","High","Excellent",6.09
"3781",40,"Stayed","Non-Travel","Research & Development",7,"Bachelor","Medical","Male","1","Research Scientist","Divorced",28000,3,12,"2",8,0,2,2,2,"Very High","Very High","Better","Medium","Excellent",8.41
"3782",45,"Stayed","Travel-Rarely","Research & Development",4,"Bachelor","Medical","Female","3","Laboratory Technician","Divorced",118360,1,22,"0",10,2,10,7,7,"Low","Medium","Better","Very High","Outstanding",6.61
"3783",35,"Stayed","Travel-Rarely","Research & Development",10,"Below College","Life Sciences","Male","1","Healthcare Representative","Married",109030,0,11,"0",6,3,5,4,2,"Medium","High","Better","Very High","Excellent",7.81
"3784",32,"Stayed","Travel-Rarely","Research & Development",22,"Master","Medical","Male","1","Sales Executive","Married",29730,3,22,"0",12,0,7,2,5,"Very High","Medium","Better","Very High","Outstanding",7.3
"3785",36,"Stayed","Travel-Rarely","Sales",9,"Bachelor","Marketing","Female","4","Research Scientist","Single",142750,3,18,"1",7,5,3,1,2,"High","Very High","Good","Medium","Excellent",9.1
"3786",48,"Stayed","Travel-Rarely","Research & Development",12,"Master","Medical","Male","1","Laboratory Technician","Divorced",55620,8,13,"1",18,2,8,7,7,"High","High","Better","High","Excellent",7.91
"3787",29,"Stayed","Travel-Rarely","Research & Development",23,"Master","Life Sciences","Female","2","Healthcare Representative","Married",45370,6,18,"1",5,5,1,0,0,"High","High","Good","Very High","Excellent",7.81
"3788",33,"Stayed","Travel-Rarely","Research & Development",9,"Below College","Medical","Male","1","Healthcare Representative","Married",76420,2,20,"1",8,2,2,2,2,"Low","Low","Bad","Medium","Outstanding",7.12
"3789",30,"Left","Travel-Rarely","Research & Development",1,"Bachelor","Other","Male","3","Sales Executive","Married",179240,1,13,"2",10,2,10,6,7,"Medium","Low","Better","High","Excellent",7.42
"3790",38,"Stayed","Travel-Frequently","Sales",9,"Bachelor","Marketing","Male","1","Manufacturing Director","Married",52040,3,13,"1",10,2,6,1,2,"High","High","Better","High","Excellent",6.91
"3791",35,"Stayed","Travel-Rarely","Sales",7,"College","Life Sciences","Male","1","Sales Executive","Single",22770,1,12,"1",3,2,3,1,2,"Very High","Low","Better","High","Excellent",6.8
"3792",30,"Stayed","Travel-Rarely","Research & Development",14,"Bachelor","Technical Degree","Male","5","Research Director","Married",27950,3,13,"0",9,4,4,1,3,"High","Medium","Better","High","Excellent",6.51
"3793",35,"Left","Travel-Rarely","Research & Development",2,"Bachelor","Medical","Female","1","Research Scientist","Divorced",25320,1,13,"0",1,2,1,0,0,"Low","Low","Better","Low","Excellent",9.71
"3794",53,"Left","Travel-Rarely","Research & Development",19,"Bachelor","Life Sciences","Male","2","Manager","Married",25590,0,25,"0",34,2,33,1,9,"High","Very High","Better","High","Outstanding",6.49
"3795",38,"Left","Travel-Rarely","Research & Development",2,"Bachelor","Medical","Female","3","Sales Executive","Married",49080,4,19,"1",7,3,5,1,4,"High","Medium","Better","Medium","Excellent",7.58
"3796",32,"Stayed","Non-Travel","Research & Development",10,"Master","Life Sciences","Female","5","Research Scientist","Married",23800,4,13,"0",9,5,6,1,2,"Very High","Low","Good","High","Excellent",7.38
"3797",48,"Stayed","Travel-Rarely","Research & Development",2,"Doctor","Life Sciences","Male","1","Sales Executive","Married",47650,8,12,"1",10,4,8,7,6,"High","Low","Good","High","Excellent",7.09
"3798",34,"Stayed","Travel-Rarely","Research & Development",3,"Bachelor","Life Sciences","Male","2","Sales Executive","Single",20440,1,11,"0",1,2,1,0,0,"Low","Very High","Bad","High","Excellent",7.39
"3799",55,"Stayed","Travel-Rarely","Research & Development",11,"Below College","Medical","Female","1","Laboratory Technician","Married",26930,1,18,"0",36,6,36,2,13,"High","Very High","Better","Medium","Excellent",6.4
